dist,under_h0,n,estimator,q,weight,rep,statistic,p_value,reject,theta_hat,time_s
"Cauchy(loc=2.0,scale=1.0)",True,40,argmin_pyomo,2,gauss_1.0,5,0.0634491202503687,0.65,False,55.18184767154129,0.9143741999978374
"Cauchy(loc=2.0,scale=1.0)",True,40,argmin_pyomo,2,gauss_1.0,6,0.008991119509747297,0.925,False,-364.41157633925536,0.908324599997286
"Cauchy(loc=2.0,scale=1.0)",True,40,argmin_pyomo,2,gauss_1.0,7,0.020857259703976852,0.15,False,2.694100301640482,0.9166393000014068
"Cauchy(loc=2.0,scale=1.0)",True,40,argmin_pyomo,2,gauss_1.0,8,0.008813601399089802,0.85,False,944.5919966935182,0.863691700000345
"Cauchy(loc=2.0,scale=1.0)",True,40,argmin_pyomo,2,gauss_1.0,9,0.021115408083016457,0.35,False,3.021399558346074,0.9449628000002122
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,0,0.018243181718283152,0.05,False,1.3035487738045566,0.8733280999986164
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,1,0.005951912899638749,0.25,False,1.6293580234387504,0.9009818999984418
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,2,0.03380814189025849,0.025,True,1.4243109190789003,0.873810199998843
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,4,0.02423446585430472,0.05,False,1.682308456716421,0.8436703000006673
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,3,0.01387381223214725,0.25,False,1.6076335181599442,0.8857277000024624
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,5,0.0019541766596968806,0.65,False,1.7022155692425776,0.8256388999980118
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,6,0.007254425882961906,0.025,True,1.0920849441902993,0.8429077000000689
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,7,0.003612153580352554,0.775,False,1.4734884715433858,0.8346069999970496
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,8,0.054947360332521795,0.025,True,1.3387960793354774,0.8534958999989612
"Gamma(k=2.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,9,0.004012710642200918,0.675,False,1.6834130299185504,0.8244541999993089
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,0,0.004958134444035268,0.05,False,1.5327616078006268,0.7578585000010207
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,1,0.010503844826073304,0.05,False,1.1734881477240964,0.7470479000003252
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,2,0.0032859828176505595,0.725,False,1.8821350827424634,0.8131938999977137
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,3,0.01606795599157631,0.025,True,1.248180823853945,0.7614493000000948
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,4,0.011929422794450662,0.075,False,1.3503071774761903,0.7559650000002875
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,5,0.006854068587038614,0.1,False,1.3555516108208807,0.7544013000006089
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,6,0.01823966206099603,0.025,True,1.3461384975933544,0.7590053999992961
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,7,0.010781344914086348,0.325,False,2.089213889587383,0.735516099997767
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,8,0.007043436555384927,0.1,False,1.6997759521613989,0.8287982000001648
"Gamma(k=2.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,9,0.01216530228737723,0.075,False,1.9080187412435436,0.794687999998132
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,0,0.0003116601292376437,0.425,False,0.8400037953275765,0.8209323000010045
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,1,0.010984385359961218,0.075,False,0.801473840315361,0.7777295000014419
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,2,0.0015908759008553752,0.125,False,0.9194837588949952,0.765949399999954
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,3,0.00681099832199949,0.05,False,0.6838916536767679,0.7651681999996072
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,4,0.004433917616344927,0.05,False,0.9799607123130917,0.7747284000033687
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,5,0.0011405751313494938,0.2,False,0.935756042844992,0.8158241999990423
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,6,0.002094186335145924,0.1,False,0.8372959041887905,0.7935614999987592
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,7,0.006035951388385165,0.075,False,0.8000767543078016,0.8000462999989395
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,8,0.01419597812289258,0.125,False,0.8164224678897345,0.8002207999998063
"Weibull(k=1.5,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,9,3.227130535010799e-05,0.975,False,1.0955202500374006,0.7873295999997936
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,0,0.0026136552388577043,0.1,False,0.6832656911473061,0.8449512999977742
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,1,0.0007480730248325103,0.075,False,0.8872015658027939,0.8049040000005334
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,2,0.0007375578593431125,0.325,False,0.8562913094065705,0.82602549999865
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,3,0.0030501522313996525,0.025,True,0.8398775965031753,0.8687935000016296
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,4,0.001001694520532496,0.05,False,0.7886381152618878,0.7930693000016618
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,5,0.0008733396066535245,0.05,False,0.7484295848003126,0.8174646999977995
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,8,0.004588540771568517,0.025,True,0.8164225745569366,0.7474684000007983
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,7,0.0012963749113007546,0.075,False,0.7085911399127098,0.8154771999979857
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,6,0.0019966491995398582,0.125,False,0.8313774410979179,0.8545233999975608
"Weibull(k=1.5,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,9,0.0015276129539359563,0.175,False,0.7491521868504625,0.8092777000019851
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,0,0.0009007142734423151,0.2,False,0.30896571694387065,0.80455129999973
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,1,0.001803693197967668,0.05,False,0.289272656459554,0.7755539999998291
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,2,0.0006976584450349866,0.1,False,0.3751667699581483,0.8024076000001514
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,3,0.002918844830758281,0.15,False,0.43696936391665986,0.8176306999994267
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,4,0.002029766847311918,0.4,False,0.2009771435883661,0.8315868999998202
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,5,0.0001168197628560239,0.3,False,0.3470641016371501,0.8068530000018654
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,6,0.0018137407700326014,0.65,False,0.33222541014852824,0.8686306999989029
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,7,0.003078991846806706,0.15,False,0.4992209299467378,0.8848173000005772
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,0,0.007828001391785504,0.175,False,0.368782419242766,0.8440340999986802
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,9,4.7944999231028284e-05,0.575,False,0.4516281524033293,0.873731300001964
"Pareto(a=3.0,s=1.0)",False,20,argmin_pyomo,2,gauss_1.0,8,4.067010203417831e-05,0.575,False,0.2651066448653038,0.9081350999986171
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,1,0.0016796476857942526,0.325,False,0.32223361192441335,0.8376854000016465
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,2,0.003411768588867245,0.1,False,0.4219531036173723,0.8059826999997313
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,3,0.002005096933746339,0.075,False,0.4103179595347434,0.8102676999988034
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,4,0.0016620881157181897,0.275,False,0.3376721973677435,0.7001542999969388
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,5,0.005150249287664968,0.45,False,0.4982873912157687,0.6752445000020089
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,6,0.001605420678164516,0.075,False,0.30610518352504545,0.6569894999993267
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,7,0.0032355787334795993,0.025,True,0.4921144929952713,0.579222700001992
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,8,0.000764868277084447,0.3,False,0.34869749627763674,0.539516699998785
"Pareto(a=3.0,s=1.0)",False,40,argmin_pyomo,2,gauss_1.0,9,0.0017147525283658775,0.35,False,0.21405101695383066,0.5241033999991487
