dist,under_h0,n,estimator,q,weight,rep,statistic,p_value,reject,theta_hat,time_s
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,15,0.11584398318339027,0.275,False,-123.64507864510198,1.2664046000008966
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,17,0.11143123300561823,0.505,False,1.9957661133137203,1.1315115000015794
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,18,0.10690878094726505,0.54,False,2.150102584711517,1.0898433000002115
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,20,0.0873748753329243,0.305,False,2.025745376266138,1.0524891000004573
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,19,0.11051836467283091,0.525,False,1.984494444654553,1.0930473999997048
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,22,0.07097625628319512,0.48,False,2.438345468097033,1.022601399999985
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,21,0.09960273887893709,0.21,False,127.20120289819019,1.1953863999988243
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,24,0.08724672783640647,0.705,False,2.0707512409446034,1.081984399999783
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,23,0.15298307432161362,0.13,False,2.2907899879648634,1.0914566000010382
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,26,0.10104814921006447,0.085,False,1.6463481940459013,1.0407428999988042
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,25,0.08421538553206441,0.44,False,127.469418319743,1.251810400000977
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,27,0.08768734168726319,0.51,False,1.7240301588152998,1.09692670000004
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,29,0.055575397030738626,0.445,False,2.205826446715988,1.005010900000343
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,28,0.09277612479470802,0.55,False,1.999115669587242,1.139296600000307
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,30,0.08839723342087907,0.75,False,2.4204542770528903,1.0722761999986687
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,31,0.09176239092410024,0.22,False,1.9873640013010885,1.0862519999991491
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,32,0.11301793406437063,0.29,False,1.7534338882693223,1.116333100000702
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,33,0.086038898969338,0.655,False,2.1757338976582883,1.1319013000011182
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,35,0.06592695361546035,0.765,False,-60.83764196640172,1.2148926999998366
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,34,0.10040481515344707,0.21,False,64.90545682436372,1.2361231000013504
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,36,0.10609934361529064,0.325,False,1.99261665350756,1.0338809000004403
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,37,0.07668545326691684,0.565,False,2.25771063885823,1.124143600000025
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,38,0.06410645857639893,0.745,False,2.0219066273177897,1.0804358000004868
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,39,0.07106333071243463,0.385,False,2.313685256166285,1.060441499999797
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,40,0.12652784829556235,0.345,False,1.6783371070634039,1.0722912000001088
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,42,0.049928280362728714,0.72,False,2.1808632360443414,1.011641499999314
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,41,0.11328076915229934,0.53,False,2.45089037525185,1.124953300000925
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,43,0.0614514509823596,0.735,False,2.3263286196929407,1.0986394999999902
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,44,0.05111504736316119,0.805,False,1.4073309575342314,1.0084836000005453
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,45,0.06555988457758623,0.905,False,0.9579458249711097,1.0357389000000694
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,47,0.08079419559630131,0.465,False,1.782407481815152,1.0247254000005341
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,46,0.07037954016205485,0.54,False,2.1707384919248707,1.063127400000667
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,48,0.09752672370300636,0.365,False,2.2913245078509936,1.0833449000001565
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,51,0.057760854399822016,0.81,False,1.7334713264190185,1.0241131000002497
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,50,0.09849431765003051,0.575,False,1.5859977153931344,1.0521747000002506
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,49,0.072315194084377,0.59,False,2.0362036884560832,1.0814536999987467
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,53,0.0610939972059248,0.71,False,2.058978555358116,1.060960000000705
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,52,0.10977023063803618,0.51,False,-124.1903874437912,1.2250282000004518
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,0,0.0034454580282624707,0.72,False,1.9105818727171067,0.4601904999999533
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,2,0.002845951019573633,0.73,False,1.852838782887735,0.47019580000051064
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,1,0.01757080520291278,0.31,False,2.8212234887971075,0.48176319999947737
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,54,0.0872324411267173,0.235,False,1.6088440505851245,1.011577600000237
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,55,0.07002961850432982,0.585,False,1.5786980423889163,1.0192834999998013
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,57,0.06255518958803959,0.595,False,2.0293052086360226,1.0559723999995185
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,56,0.13432669291324986,0.08,False,2.135640335189507,1.1072361999995337
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,3,0.01729220820691349,0.275,False,2.017625085031746,0.505784400000266
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,58,0.07854144491449555,0.63,False,2.020843332828283,1.1242008000008354
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,4,0.003747016433504098,0.73,False,1.8136457346842774,0.4699342000003526
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,5,0.003572581731018243,0.84,False,2.3301086932395285,0.482271299999411
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,7,0.005077495334863413,0.76,False,1.8589474375568342,0.5042443000002095
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,6,0.00384227315443154,0.755,False,2.4234479575889742,0.5206882000002224
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,1,laplace_1.0,59,0.11217474617001105,0.08,False,2.2033188603448592,1.0303375000003143
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,9,0.00620644885587377,0.76,False,2.4328807598959545,0.4830610999997589
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,8,0.008416469275807985,0.3,False,106.92407969843337,0.596649700000853
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,11,0.0062996421219069145,0.605,False,2.340614734831243,0.48569900000074995
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,12,0.006857516984783032,0.72,False,1.4226970243316672,0.48611739999978454
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,13,0.013458005782139664,0.11,False,2.041657718889523,0.4854746000000887
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,14,0.0034254904531621604,0.845,False,2.17917279874604,0.4891576999998506
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,10,0.006150390086343079,0.685,False,106.01428204812795,0.6324425999991945
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,15,0.005969671543838719,0.505,False,2.0765866183985153,0.48371319999932894
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,17,0.0060264807028351875,0.73,False,1.4418180192676027,0.4610805000011169
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,16,0.004719513394101253,0.715,False,1.6258640968949962,0.47255000000041036
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,18,0.0020682713946226085,0.87,False,1.7260359425998657,0.46300739999969664
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,19,0.008898923631512644,0.39,False,1.7566674922487506,0.4884626000002754
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,20,0.015242654175958506,0.565,False,1.9524684177299778,0.5232951000016328
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,21,0.01048634378999518,0.22,False,2.606318336250086,0.48875229999976
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,23,0.004732277268657081,0.77,False,1.9858864738611286,0.48092999999971653
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,22,0.010834577245468588,0.425,False,2.5489347837346807,0.5060420999998314
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,24,0.014789517005681705,0.22,False,1.8033028004733205,0.46939129999918805
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,28,0.0026221365110269453,0.81,False,2.236064185951134,0.4533826999995654
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,27,0.005656912195109282,0.72,False,2.061178467982537,0.4725656999999046
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,25,0.03261269149863737,0.07,False,2.736001470599902,0.5418542999996134
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,29,0.006643729425657111,0.8,False,2.2659064592122764,0.5017729999999574
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,26,0.005827182128471792,0.82,False,2.422257398194681,0.5460387999992236
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,30,0.0036755172233052017,0.67,False,1.9877589213983395,0.5037874000008742
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,33,0.0032449452897710482,0.62,False,2.2592606762321994,0.4711059999990539
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,34,0.005393247262835455,0.25,False,1.8822393993001223,0.4669248999998672
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,32,0.01428178707427308,0.76,False,2.208827901588478,0.5325365999997302
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,35,0.008273969582351062,0.56,False,1.9372007049881323,0.5076996999996481
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,31,0.01807818238525284,0.39,False,211.64394874413287,0.7043149000000994
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,36,0.010364792962891289,0.19,False,2.507709253000118,0.47875659999954223
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,37,0.007949090625094482,0.285,False,2.303719455246904,0.49406099999941944
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,39,0.0031815560081072825,0.775,False,2.026497606658267,0.5230621000009705
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,41,0.004024529803378413,0.76,False,1.6152373613996078,0.4944264000005205
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,38,0.002765032131617103,0.86,False,107.00809394695334,0.6123575999990862
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,40,0.014784717541983933,0.675,False,2.2172494079707867,0.6112142000001768
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,42,0.01257607870980043,0.23,False,1.8373784929201218,0.4682990000001155
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,44,0.002313919401772739,0.875,False,1.6378674015125596,0.49792900000102236
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,43,0.007779081851369277,0.485,False,1.8538916957348572,0.5110545999996248
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,46,0.010123583438367873,0.425,False,1.5853845891740872,0.5137056000003213
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,47,0.008543886658221521,0.415,False,1.9296501713856191,0.5101024999985384
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,48,0.008008707374887713,0.775,False,2.1534958574724183,0.49571130000003905
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,45,0.027408565456783066,0.115,False,2.515148586762369,0.5586628999990353
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,49,0.0038618366824519834,0.7,False,2.2611004225126434,0.5091719000010926
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,50,0.016747557578106673,0.16,False,1.9150665365927642,0.5294862999999168
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,52,0.016722631361282346,0.13,False,2.1123559804937675,0.48768680000102904
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,51,0.015556414626357092,0.43,False,-207.29478464305973,0.7265069000004587
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,54,0.0026322239948440096,0.805,False,1.8288636063493473,0.5381362999996782
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,53,0.011909505615184938,0.52,False,2.393946132644829,0.5798918999989837
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,55,0.00408229086630384,0.785,False,1.9226814069320735,0.5421504999994795
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,57,0.004753890240861832,0.59,False,2.1044648222530227,0.5459963999983302
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,56,0.0052163075746294455,0.73,False,1.87816164155121,0.5793576000014582
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,59,0.013507679908967512,0.765,False,2.520430105138188,0.5814933999990899
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,gauss_1.0,58,0.009186629206769185,0.625,False,2.5903396842294617,0.7102451999999175
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,1,0.0045081281608529734,0.77,False,1.9973106231437068,0.6088551000011648
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,2,0.04262597775571603,0.155,False,2.4102798492327207,0.5990436000010959
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,0,0.03395600361992686,0.145,False,2.756645559236961,0.6764270000003307
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,3,0.01953737086724283,0.405,False,1.8945719089929483,0.6929749999999331
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,6,0.0415054665973536,0.08,False,2.6210510649518235,0.6262240000014572
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,5,0.020199683613196354,0.415,False,1.661730623209056,0.6686550000013085
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,8,0.012864262062794968,0.795,False,1.8596534213625084,0.6346912999997585
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,4,0.00480984416786107,0.84,False,1.6031274032425022,0.7568652999998449
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,9,0.01750838419361399,0.5,False,1.6688959352214796,0.6268436999998812
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,7,0.012094822561224208,0.77,False,127.92715715672017,0.80254480000076
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,10,0.017472879364666134,0.515,False,2.111964809995655,0.719425900000715
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,11,0.013379899224162665,0.725,False,1.9255797620786061,0.702600500000699
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,12,0.011330250315161714,0.46,False,-60.86588701471322,0.7618789000007382
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,13,0.010597869692842859,0.455,False,190.76611725304397,0.7914435000002413
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,15,0.007980128445000673,0.85,False,2.3047407546686154,0.5814582999992126
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,14,0.010647652411049143,0.56,False,1.7300907404737755,0.597323599999072
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,16,0.0037388728943558098,0.665,False,1.6442349077627754,0.5602001000006567
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,17,0.014338867266307004,0.24,False,1.420588913786533,0.53270909999992
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,18,0.009830134585596461,0.535,False,1.9404185387652904,0.5748111000011704
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,19,0.002879298934855377,0.78,False,2.011717534128009,0.590200200000254
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,20,0.003008837869316974,0.79,False,1.8638197995857408,0.512017900000501
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,21,0.015846603014856353,0.39,False,2.3259709177139145,0.5819639999990613
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,22,0.008845235467392328,0.835,False,2.068335822565025,0.5941108000006352
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,24,0.005983130609598314,0.785,False,2.1994897605290036,0.5509130999998888
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,23,0.007166504136953438,0.815,False,-60.85594849877138,0.6702949000009539
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,25,0.010599343718962833,0.49,False,1.898036677617068,0.5385208999996394
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,26,0.01938098004120007,0.385,False,2.065968385840572,0.5570501000001968
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,28,0.006511871069140286,0.735,False,1.5501582947994696,0.5477304000014556
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,29,0.015427652168130846,0.255,False,1.5488833726563267,0.5333170000012615
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,27,0.0066404658434070125,0.75,False,1.7163404352514646,0.7351165999989462
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,30,0.015234212853333122,0.655,False,1.3408412872240978,0.6126786999993783
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,31,0.025824335132751244,0.225,False,1.9095100243916716,0.6509236000001692
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,32,0.009719913353300299,0.61,False,2.131002772703952,0.5235004000005574
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,34,0.006064345650159517,0.59,False,2.2418818192293495,0.6147375000000466
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,35,0.01887584973912143,0.225,False,1.2479389559906224,0.5508278999986942
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,33,0.013181092953082988,0.68,False,1.5949578447661628,0.7020902999993268
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,37,0.008079210332888404,0.495,False,1.7607215176648379,0.5657859000002645
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,36,0.02032985297849385,0.225,False,1.9203673634546872,0.6530686999994941
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,39,0.009975296364664123,0.48,False,2.2162338612050974,0.6164576999999554
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,41,0.006986553927300715,0.68,False,1.7196939078553686,0.5811235999990458
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,38,0.009042767669774706,0.585,False,-60.59659068737564,0.7561292000009416
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,40,0.0075782563762104745,0.715,False,2.028947273810701,0.622236500001236
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,42,0.009520867952197205,0.58,False,2.1892334933496347,0.6032126999998582
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,43,0.009210234748747576,0.725,False,2.4670889731675305,0.6418130999991263
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,46,0.0032261595018857796,0.64,False,1.7772693698674964,0.5211880000006204
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,45,0.010589580826943633,0.38,False,2.0372598099929453,0.5716992999987269
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,44,0.01630917576139381,0.345,False,1.7779686748670387,0.649763499999608
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,47,0.00935383475453498,0.605,False,65.01618593841594,0.6877039999999397
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,51,0.01053105288174787,0.48,False,2.0147826408391136,0.5224574000003486
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,48,0.018209063917204654,0.7,False,65.26761230906484,0.744012200000725
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,53,0.011198094727108084,0.275,False,1.726515997070956,0.5190998000016407
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,0,0.12546530432296082,0.07,False,2.25472194462808,0.05747039999914705
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,1,0.08056897604289226,0.56,False,2.150363432949622,0.05886600000121689
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,52,0.027166458990541233,0.23,False,2.6965531374569696,0.669717099999616
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,50,0.012848242224174196,0.27,False,64.6157901849218,0.7197790999998688
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,2,0.09418775911728106,0.31,False,2.0130436514812757,0.06505220000144618
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,3,0.10898608375524295,0.275,False,1.7461589136253128,0.059014599999500206
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,5,0.0707460188941621,0.645,False,2.1265500595813225,0.060263100000156555
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,4,0.10607561816607772,0.57,False,2.545489720354952,0.07491750000008324
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,6,0.060392524718127484,0.73,False,2.158931346682087,0.061001300000498304
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,7,0.08223498573594744,0.335,False,1.7544564634752597,0.05914250000023458
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,9,0.11356743650471834,0.56,False,1.6814464233924307,0.06280960000003688
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,10,0.09754015141015795,0.625,False,1.743580221974324,0.0594944000004034
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,8,0.08203351481834083,0.785,False,1.8148255948900696,0.08513999999922817
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,11,0.0727467690021333,0.64,False,2.236724724159621,0.0783951999983401
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,49,0.004146718965812533,0.89,False,-249.72657653258995,0.9590838000003714
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,55,0.009995515821341927,0.56,False,2.253674959016455,0.6270409999997355
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,13,0.060513334236286936,0.825,False,1.795667447430673,0.060289700000794255
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,12,0.10807951549881431,0.345,False,1.6394532618204023,0.07054550000066229
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,14,0.10522143960689484,0.515,False,1.2159165797942904,0.06301779999921564
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,16,0.09012078943751158,0.345,False,2.4490215849985293,0.06179569999949308
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,15,0.06992018719942761,0.69,False,2.518532811466653,0.07191210000019055
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,17,0.08465433234173315,0.67,False,2.096774051258558,0.06346560000019963
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,54,0.008488500351501005,0.725,False,-123.24751288111447,0.7853164999996807
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,19,0.1380131747724168,0.35,False,1.677045758054462,0.062358700000913814
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,20,0.11252241701609218,0.315,False,1.5127156295626927,0.05763840000145137
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,18,0.05918391259932451,0.81,False,2.3173784921066676,0.08421779999844148
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,21,0.08154207202674629,0.745,False,1.9878612593158578,0.05844549999892479
"Cauchy(loc=2.0,scale=1.0)",True,20,argmin,2,laplace_1.0,57,0.01440698725867874,0.795,False,1.9713824080371798,0.63671819999945
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,22,0.06919069708040979,0.525,False,2.231349865784403,0.06112990000110585
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,23,0.08434772883260172,0.2,False,1.6423028665349668,0.06202620000112802
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,25,0.08354334605509792,0.47,False,1.659353957186907,0.060989100000369945
"Cauchy(loc=2.0,scale=1.0)",True,20,median,1,gauss_1.0,24,0.08051577995870692,0.565,False,2.201118931584311,0.07066719999966153
